
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,23,46,115,178,307,464,715,916,1264,1610,2025,2246,2604,2925,3240,3308,3569,3884,3954,4100,4072,4133,4141,4041,4182,4171,4027,3673,3492,3102,2849,2394,2061,1906,1710,1650,1632,1458,1413,1248,1059,949,813,671,572,441,293,187,97,40,17,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,13,44,106,155,274,439,639,886,1156,1509,1915,2225,2481,2822,3124,3278,3684,3844,4066,3871,3910,4024,3979,4040,4028,4022,3910,3872,3736,3608,3263,2993,2562,2316,1960,1789,1640,1585,1432,1280,937,808,584,485,313,205,100,49,21,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.2000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,21,37,92,147,254,426,615,855,1124,1453,1729,2177,2519,2907,3207,3438,3712,3837,3924,4059,3966,4063,3923,4058,4131,4124,3954,3855,3774,3669,3303,2958,2697,2364,2000,1807,1695,1671,1421,1247,982,641,445,303,204,121,58,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,19,46,97,172,278,420,612,870,1150,1520,1760,2115,2448,2819,3048,3414,3665,3783,3812,3958,3965,3993,3900,4031,4078,3964,4104,3966,3849,3690,3414,3187,2945,2583,2324,2148,1923,1671,1424,1116,780,506,236,110,52,19,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.4000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,51,104,180,277,412,583,847,1146,1393,1781,2150,2475,2727,3042,3288,3473,3553,3733,3924,3980,3879,4065,3976,3929,3989,3931,3910,3906,3773,3483,3319,3177,2889,2642,2292,1993,1833,1464,1070,694,402,161,48,17,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,22,47,90,165,257,395,524,780,1117,1355,1714,2040,2415,2788,3018,3290,3620,3693,3683,3815,3791,3882,3948,3901,3872,3833,3772,3662,3710,3752,3523,3494,3224,3197,2802,2673,2268,2050,1512,1105,696,332,115,40,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,28,88,164,253,398,587,795,1064,1341,1806,1941,2463,2741,2889,3261,3564,3641,3781,3946,3916,3840,3845,3931,3972,3796,3822,3694,3562,3697,3507,3437,3290,3156,2940,2720,2390,2025,1616,1140,639,221,59,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.7000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,43,61,147,267,386,550,763,1053,1395,1617,2013,2410,2708,3103,3280,3534,3708,3793,3876,3836,3945,3930,3878,3991,3822,3817,3696,3819,3598,3569,3440,3323,3154,3061,2672,2408,1938,1592,1026,509,182,58,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,21,34,88,138,250,354,524,719,959,1330,1684,2001,2400,2743,3114,3272,3554,3794,3797,3987,3897,3978,4064,3889,3889,3813,3829,3792,3660,3659,3577,3416,3329,3138,3008,2701,2347,2133,1482,968,454,165,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.9000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,37,70,143,247,317,530,747,947,1285,1641,1949,2310,2713,3006,3394,3593,3821,3867,3901,3992,3933,3942,4029,3952,3876,3669,3756,3645,3682,3730,3546,3363,3247,2937,2731,2452,2045,1489,863,414,136,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
